Running on cuda:0
Done training.
Length 5 max. accuracy: 1.0
Running on cuda:0
Done training.
Length 6 max. accuracy: 1.0
Running on cuda:0
Done training.
Length 7 max. accuracy: 1.0
Running on cuda:0
Done training.
Length 8 max. accuracy: 0.8203125
Running on cuda:0
Done training.
Length 9 max. accuracy: 0.5703125
Running on cuda:0
Done training.
Length 10 max. accuracy: 0.3828125
Running on cuda:0
Done training.
Length 11 max. accuracy: 0.3515625
Running on cuda:0
Running on cuda:0
Done training.
Length 13 max. accuracy: 0.2578125
Running on cuda:0
Done training.
Length 14 max. accuracy: 0.234375
Running on cuda:0
Done training.
Length 15 max. accuracy: 0.2421875
Running on cuda:0
Done training.
Length 20 max. accuracy: 0.2109375
Running on cuda:0
Done training.
Length 25 max. accuracy: 0.203125
Running on cuda:0
Running on cuda:0
Done training.
Length 35 max. accuracy: 0.2265625
Running on cuda:0
Done training.
Length 40 max. accuracy: 0.203125
Running on cuda:0
Running on cuda:0
Done training.
Length 50 max. accuracy: 0.21875
Running on cuda:0
[2018-09-22 16:30] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 4199.29, Accuracy = 0.09, Loss = 9.042
[2018-09-22 16:30] Train Step 0010/10000, Batch Size = 128, Examples/Sec = 6488.57, Accuracy = 0.30, Loss = 2.917
[2018-09-22 16:30] Train Step 0020/10000, Batch Size = 128, Examples/Sec = 6293.10, Accuracy = 0.37, Loss = 2.117
[2018-09-22 16:30] Train Step 0030/10000, Batch Size = 128, Examples/Sec = 6179.67, Accuracy = 0.53, Loss = 1.577
[2018-09-22 16:30] Train Step 0040/10000, Batch Size = 128, Examples/Sec = 6200.51, Accuracy = 0.59, Loss = 1.233
[2018-09-22 16:30] Train Step 0050/10000, Batch Size = 128, Examples/Sec = 6087.66, Accuracy = 0.62, Loss = 1.048
[2018-09-22 16:30] Train Step 0060/10000, Batch Size = 128, Examples/Sec = 6140.02, Accuracy = 0.74, Loss = 0.744
[2018-09-22 16:30] Train Step 0070/10000, Batch Size = 128, Examples/Sec = 6281.62, Accuracy = 0.81, Loss = 0.593
[2018-09-22 16:30] Train Step 0080/10000, Batch Size = 128, Examples/Sec = 6344.94, Accuracy = 0.79, Loss = 0.634
[2018-09-22 16:30] Train Step 0090/10000, Batch Size = 128, Examples/Sec = 6435.45, Accuracy = 0.79, Loss = 0.555
[2018-09-22 16:30] Train Step 0100/10000, Batch Size = 128, Examples/Sec = 6332.97, Accuracy = 0.89, Loss = 0.401
[2018-09-22 16:30] Train Step 0110/10000, Batch Size = 128, Examples/Sec = 6464.43, Accuracy = 0.91, Loss = 0.446
[2018-09-22 16:30] Train Step 0120/10000, Batch Size = 128, Examples/Sec = 6134.13, Accuracy = 0.81, Loss = 0.489
[2018-09-22 16:30] Train Step 0130/10000, Batch Size = 128, Examples/Sec = 6462.64, Accuracy = 0.85, Loss = 0.436
[2018-09-22 16:30] Train Step 0140/10000, Batch Size = 128, Examples/Sec = 6482.62, Accuracy = 0.91, Loss = 0.330
[2018-09-22 16:30] Train Step 0150/10000, Batch Size = 128, Examples/Sec = 6528.02, Accuracy = 0.88, Loss = 0.405
[2018-09-22 16:30] Train Step 0160/10000, Batch Size = 128, Examples/Sec = 6504.06, Accuracy = 0.93, Loss = 0.323
[2018-09-22 16:30] Train Step 0170/10000, Batch Size = 128, Examples/Sec = 6508.95, Accuracy = 0.95, Loss = 0.337
[2018-09-22 16:30] Train Step 0180/10000, Batch Size = 128, Examples/Sec = 6473.39, Accuracy = 0.91, Loss = 0.297
[2018-09-22 16:30] Train Step 0190/10000, Batch Size = 128, Examples/Sec = 6487.40, Accuracy = 0.92, Loss = 0.284
[2018-09-22 16:30] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 6493.91, Accuracy = 0.92, Loss = 0.275
[2018-09-22 16:30] Train Step 0210/10000, Batch Size = 128, Examples/Sec = 6526.99, Accuracy = 0.95, Loss = 0.242
[2018-09-22 16:30] Train Step 0220/10000, Batch Size = 128, Examples/Sec = 6439.00, Accuracy = 0.94, Loss = 0.226
[2018-09-22 16:30] Train Step 0230/10000, Batch Size = 128, Examples/Sec = 6693.90, Accuracy = 0.95, Loss = 0.237
[2018-09-22 16:30] Train Step 0240/10000, Batch Size = 128, Examples/Sec = 6476.20, Accuracy = 0.95, Loss = 0.202
[2018-09-22 16:30] Train Step 0250/10000, Batch Size = 128, Examples/Sec = 6407.95, Accuracy = 0.92, Loss = 0.248
[2018-09-22 16:30] Train Step 0260/10000, Batch Size = 128, Examples/Sec = 6492.34, Accuracy = 0.95, Loss = 0.194
[2018-09-22 16:30] Train Step 0270/10000, Batch Size = 128, Examples/Sec = 6304.34, Accuracy = 0.98, Loss = 0.149
[2018-09-22 16:30] Train Step 0280/10000, Batch Size = 128, Examples/Sec = 6223.58, Accuracy = 0.92, Loss = 0.201
[2018-09-22 16:30] Train Step 0290/10000, Batch Size = 128, Examples/Sec = 6414.23, Accuracy = 0.98, Loss = 0.158
[2018-09-22 16:30] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 6465.21, Accuracy = 0.98, Loss = 0.155
[2018-09-22 16:30] Train Step 0310/10000, Batch Size = 128, Examples/Sec = 6464.20, Accuracy = 0.96, Loss = 0.181
[2018-09-22 16:30] Train Step 0320/10000, Batch Size = 128, Examples/Sec = 6291.33, Accuracy = 0.96, Loss = 0.181
[2018-09-22 16:30] Train Step 0330/10000, Batch Size = 128, Examples/Sec = 6295.32, Accuracy = 1.00, Loss = 0.121
[2018-09-22 16:30] Train Step 0340/10000, Batch Size = 128, Examples/Sec = 6395.36, Accuracy = 0.98, Loss = 0.131
[2018-09-22 16:30] Train Step 0350/10000, Batch Size = 128, Examples/Sec = 6302.34, Accuracy = 0.99, Loss = 0.112
[2018-09-22 16:30] Train Step 0360/10000, Batch Size = 128, Examples/Sec = 6420.21, Accuracy = 0.99, Loss = 0.120
[2018-09-22 16:30] Train Step 0370/10000, Batch Size = 128, Examples/Sec = 6357.94, Accuracy = 0.91, Loss = 0.210
[2018-09-22 16:30] Train Step 0380/10000, Batch Size = 128, Examples/Sec = 6502.25, Accuracy = 0.99, Loss = 0.090
[2018-09-22 16:30] Train Step 0390/10000, Batch Size = 128, Examples/Sec = 6435.76, Accuracy = 0.98, Loss = 0.069
[2018-09-22 16:30] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 6485.75, Accuracy = 0.99, Loss = 0.107
[2018-09-22 16:30] Train Step 0410/10000, Batch Size = 128, Examples/Sec = 6362.09, Accuracy = 0.99, Loss = 0.070
[2018-09-22 16:30] Train Step 0420/10000, Batch Size = 128, Examples/Sec = 6250.68, Accuracy = 0.99, Loss = 0.073
[2018-09-22 16:30] Train Step 0430/10000, Batch Size = 128, Examples/Sec = 6388.05, Accuracy = 1.00, Loss = 0.057
[2018-09-22 16:30] Train Step 0440/10000, Batch Size = 128, Examples/Sec = 6414.53, Accuracy = 1.00, Loss = 0.059
[2018-09-22 16:30] Train Step 0450/10000, Batch Size = 128, Examples/Sec = 6310.04, Accuracy = 1.00, Loss = 0.049
[2018-09-22 16:30] Train Step 0460/10000, Batch Size = 128, Examples/Sec = 6467.70, Accuracy = 1.00, Loss = 0.035
[2018-09-22 16:30] Train Step 0470/10000, Batch Size = 128, Examples/Sec = 6452.62, Accuracy = 1.00, Loss = 0.047
[2018-09-22 16:30] Train Step 0480/10000, Batch Size = 128, Examples/Sec = 6397.11, Accuracy = 1.00, Loss = 0.036
[2018-09-22 16:30] Train Step 0490/10000, Batch Size = 128, Examples/Sec = 6508.08, Accuracy = 1.00, Loss = 0.035
[2018-09-22 16:30] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 6413.62, Accuracy = 1.00, Loss = 0.045
[2018-09-22 16:30] Train Step 0510/10000, Batch Size = 128, Examples/Sec = 6450.91, Accuracy = 0.98, Loss = 0.062
[2018-09-22 16:30] Train Step 0520/10000, Batch Size = 128, Examples/Sec = 6335.43, Accuracy = 1.00, Loss = 0.040
[2018-09-22 16:30] Train Step 0530/10000, Batch Size = 128, Examples/Sec = 6511.24, Accuracy = 1.00, Loss = 0.038
[2018-09-22 16:30] Train Step 0540/10000, Batch Size = 128, Examples/Sec = 6400.46, Accuracy = 1.00, Loss = 0.033
[2018-09-22 16:30] Train Step 0550/10000, Batch Size = 128, Examples/Sec = 6467.55, Accuracy = 1.00, Loss = 0.029
[2018-09-22 16:30] Train Step 0560/10000, Batch Size = 128, Examples/Sec = 6383.57, Accuracy = 1.00, Loss = 0.033
[2018-09-22 16:30] Train Step 0570/10000, Batch Size = 128, Examples/Sec = 6400.23, Accuracy = 1.00, Loss = 0.028
[2018-09-22 16:30] Train Step 0580/10000, Batch Size = 128, Examples/Sec = 6327.07, Accuracy = 1.00, Loss = 0.022
[2018-09-22 16:30] Train Step 0590/10000, Batch Size = 128, Examples/Sec = 6387.52, Accuracy = 1.00, Loss = 0.024
[2018-09-22 16:31] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 6323.27, Accuracy = 1.00, Loss = 0.027
[2018-09-22 16:31] Train Step 0610/10000, Batch Size = 128, Examples/Sec = 6374.85, Accuracy = 1.00, Loss = 0.027
[2018-09-22 16:31] Train Step 0620/10000, Batch Size = 128, Examples/Sec = 6467.55, Accuracy = 1.00, Loss = 0.016
[2018-09-22 16:31] Train Step 0630/10000, Batch Size = 128, Examples/Sec = 6409.33, Accuracy = 1.00, Loss = 0.019
[2018-09-22 16:31] Train Step 0640/10000, Batch Size = 128, Examples/Sec = 6458.83, Accuracy = 1.00, Loss = 0.019
[2018-09-22 16:31] Train Step 0650/10000, Batch Size = 128, Examples/Sec = 6323.72, Accuracy = 1.00, Loss = 0.017
[2018-09-22 16:31] Train Step 0660/10000, Batch Size = 128, Examples/Sec = 6390.33, Accuracy = 1.00, Loss = 0.015
[2018-09-22 16:31] Train Step 0670/10000, Batch Size = 128, Examples/Sec = 6353.58, Accuracy = 1.00, Loss = 0.013
[2018-09-22 16:31] Train Step 0680/10000, Batch Size = 128, Examples/Sec = 6344.87, Accuracy = 1.00, Loss = 0.012
[2018-09-22 16:31] Train Step 0690/10000, Batch Size = 128, Examples/Sec = 6204.66, Accuracy = 1.00, Loss = 0.010
[2018-09-22 16:31] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 6416.91, Accuracy = 1.00, Loss = 0.010
[2018-09-22 16:31] Train Step 0710/10000, Batch Size = 128, Examples/Sec = 6302.41, Accuracy = 1.00, Loss = 0.011
